# timestamp(s) tx ty tz qx qy qz qw
1.520621016 0.000000000 0.000000000 0.000000000 -0.016235284 -0.028592584 0.999450843 -0.004110060
1.520621016 0.000000000 0.000000000 0.000000000 0.015038924 0.027850340 -0.999487463 0.004795824
1.520621016 0.000000000 0.000000000 0.000000000 0.013891721 0.022813933 -0.999641933 0.001596825
1.520621016 0.000000000 0.000000000 0.000000000 -0.012831455 -0.016091181 0.999775244 0.005088199
1.520621016 0.000000000 0.000000000 0.000000000 -0.013941302 -0.011880010 0.999757607 0.012216100
1.520621016 0.000000000 0.000000000 0.000000000 -0.016382276 -0.010244218 0.999687389 0.015868271
1.520621016 0.000000000 0.000000000 0.000000000 -0.019396845 -0.009586994 0.999634457 0.016211258
1.520621016 0.000000000 0.000000000 0.000000000 -0.020764872 -0.010001022 0.999628524 0.014546933
1.520621016 0.000000000 0.000000000 0.000000000 -0.022190383 -0.012283762 0.999612939 0.011430985
1.520621016 0.000000000 0.000000000 0.000000000 -0.023058182 -0.012288428 0.999611203 0.009734306
1.520621016 0.000000000 0.000000000 0.000000000 -0.022958630 -0.010759318 0.999614673 0.011297981
1.520621016 0.000000000 0.000000000 0.000000000 -0.022194278 -0.010056335 0.999607213 0.013845687
1.520621016 0.000000000 0.000000000 0.000000000 -0.020693024 -0.010720441 0.999598264 0.016130122
1.520621016 0.000000000 0.000000000 0.000000000 -0.019124082 -0.011597764 0.999599992 0.017309471
1.520621016 0.000000000 0.000000000 0.000000000 -0.018244270 -0.011855057 0.999623443 0.016720523
1.520621016 0.000000000 0.000000000 0.000000000 -0.019060216 -0.009746432 0.999665625 0.014503534
1.520621016 0.000000000 0.000000000 0.000000000 -0.020434392 -0.007677326 0.999679920 0.012788722
1.520621016 0.000000000 0.000000000 0.000000000 -0.022405614 -0.005876510 0.999640703 0.013487735
1.520621016 0.000000000 0.000000000 0.000000000 -0.023653555 -0.005463474 0.999556788 0.017230445
1.520621016 0.000000000 0.000000000 0.000000000 -0.024729116 -0.004206328 0.999396179 0.024042794
1.520621017 0.000000000 0.000000000 0.000000000 -0.026300500 -0.002320492 0.999167311 0.031105993
1.520621017 0.000000000 0.000000000 0.000000000 -0.027701445 -0.002151835 0.999018579 0.034494602
1.520621017 0.000000000 0.000000000 0.000000000 -0.027114035 -0.002955036 0.999065613 0.033526082
1.520621017 0.000000000 0.000000000 0.000000000 -0.024900410 -0.005385009 0.999228818 0.029878753
1.520621017 0.000000000 0.000000000 0.000000000 -0.022959339 -0.009128899 0.999358880 0.025910640
1.520621017 0.000000000 0.000000000 0.000000000 -0.021824383 -0.012730142 0.999386563 0.024251530
1.520621017 0.000000000 0.000000000 0.000000000 -0.021382528 -0.014322509 0.999379802 0.024034644
1.520621017 0.000000000 0.000000000 0.000000000 -0.021337530 -0.014565990 0.999362611 0.024635601
1.520621017 0.000000000 0.000000000 0.000000000 -0.021635575 -0.014178077 0.999338463 0.025564052
1.520621017 0.000000000 0.000000000 0.000000000 -0.021846479 -0.013210170 0.999309088 0.027010536
1.520621017 0.000000000 0.000000000 0.000000000 -0.022371924 -0.012400459 0.999251298 0.029027031
1.520621017 0.000000000 0.000000000 0.000000000 -0.021900629 -0.011605841 0.999213269 0.030959826
1.520621017 0.000000000 0.000000000 0.000000000 -0.021010430 -0.011575567 0.999205323 0.031832219
1.520621017 0.000000000 0.000000000 0.000000000 -0.020282366 -0.012871454 0.999230834 0.030995017
1.520621017 0.000000000 0.000000000 0.000000000 -0.019304794 -0.014247675 0.999260785 0.030036852
1.520621017 0.000000000 0.000000000 0.000000000 -0.018213404 -0.015088475 0.999268226 0.030060321
1.520621017 0.000000000 0.000000000 0.000000000 -0.016847374 -0.015804228 0.999292875 0.029667204
1.520621017 0.000000000 0.000000000 0.000000000 -0.014915852 -0.015935766 0.999378747 0.027671084
1.520621017 0.000000000 0.000000000 0.000000000 -0.013294112 -0.015157894 0.999486963 0.024886035
1.520621017 0.000000000 0.000000000 0.000000000 -0.012305227 -0.013173961 0.999591051 0.022198161
1.520621018 0.000000000 0.000000000 0.000000000 -0.011269434 -0.010648155 0.999681668 0.019904261
1.520621018 0.000000000 0.000000000 0.000000000 -0.010804437 -0.007787202 0.999748315 0.018053565
1.520621018 0.000000000 0.000000000 0.000000000 -0.010918789 -0.003622485 0.999795795 0.016614016
1.520621018 0.000000000 0.000000000 0.000000000 -0.011484611 0.001457879 0.999801915 0.016189804
1.520621018 0.000000000 0.000000000 0.000000000 -0.012134065 0.006974563 0.999764352 0.016594011
1.520621018 0.000000000 0.000000000 0.000000000 -0.012466269 0.013886500 0.999679079 0.017131760
1.520621018 0.000000000 0.000000000 0.000000000 -0.011882542 0.020835938 0.999553283 0.017829817
1.520621018 0.000000000 0.000000000 0.000000000 -0.010588550 0.025733144 0.999445155 0.018304933
1.520621018 0.000000000 0.000000000 0.000000000 -0.009046981 0.029547936 0.999365461 0.017712899
1.520621018 0.000000000 0.000000000 0.000000000 -0.007959874 0.033456057 0.999286972 0.015584612
1.520621018 0.000000000 0.000000000 0.000000000 -0.007531580 0.038182758 0.999156661 0.013088904
1.520621018 0.000000000 0.000000000 0.000000000 -0.006866886 0.043258640 0.998957382 0.012871872
1.520621018 0.000000000 0.000000000 0.000000000 -0.006148051 0.049529907 0.998642493 0.014905038
1.520621018 0.000000000 0.000000000 0.000000000 -0.005809974 0.056490317 0.998229911 0.017667284
1.520621018 0.000000000 0.000000000 0.000000000 -0.006359013 0.064615486 0.997675972 0.020665340
1.520621018 0.000000000 0.000000000 0.000000000 -0.006756964 0.073363395 0.996993994 0.023981910
1.520621018 0.000000000 0.000000000 0.000000000 -0.007361379 0.082105736 0.996238647 0.026702376
1.520621018 0.000000000 0.000000000 0.000000000 -0.008358861 0.089884176 0.995524033 0.027979696
1.520621018 0.000000000 0.000000000 0.000000000 -0.009274431 0.095992487 0.994950152 0.027814083
1.520621018 0.000000000 0.000000000 0.000000000 -0.010763673 0.100939600 0.994472457 0.026830444
1.520621019 0.000000000 0.000000000 0.000000000 -0.012116762 0.104132658 0.994162887 0.025489770
1.520621019 0.000000000 0.000000000 0.000000000 -0.012593336 0.104958416 0.994103482 0.024153817
1.520621019 0.000000000 0.000000000 0.000000000 -0.012882195 0.104725971 0.994146459 0.023223665
1.520621019 0.000000000 0.000000000 0.000000000 -0.013070704 0.103298009 0.994312174 0.022404857
1.520621019 0.000000000 0.000000000 0.000000000 -0.013224439 0.101676124 0.994499790 0.021383343
1.520621019 0.000000000 0.000000000 0.000000000 -0.014352712 0.100432477 0.994624217 0.020736067
1.520621019 0.000000000 0.000000000 0.000000000 -0.015534923 0.099663008 0.994670804 0.021352816
1.520621019 0.000000000 0.000000000 0.000000000 -0.016780122 0.098851276 0.994698616 0.022836739
1.520621019 0.000000000 0.000000000 0.000000000 -0.017752515 0.097720883 0.994765910 0.024005461
1.520621019 0.000000000 0.000000000 0.000000000 -0.018825680 0.097445240 0.994775183 0.023923906
1.520621019 0.000000000 0.000000000 0.000000000 -0.019948711 0.095941399 0.994923017 0.022923488
1.520621019 0.000000000 0.000000000 0.000000000 -0.021132236 0.093573403 0.995159599 0.021326487
1.520621019 0.000000000 0.000000000 0.000000000 -0.022208768 0.089679663 0.995523541 0.019930067
1.520621019 0.000000000 0.000000000 0.000000000 -0.023511641 0.084293482 0.995972294 0.019519261
1.520621019 0.000000000 0.000000000 0.000000000 -0.024668108 0.078489558 0.996396918 0.020592601
1.520621019 0.000000000 0.000000000 0.000000000 -0.025225686 0.072055222 0.996809592 0.023288343
1.520621019 0.000000000 0.000000000 0.000000000 -0.025973178 0.066893797 0.997064375 0.026706674
1.520621019 0.000000000 0.000000000 0.000000000 -0.026434442 0.062590403 0.997243344 0.029822373
1.520621019 0.000000000 0.000000000 0.000000000 -0.026133651 0.058688336 0.997438128 0.031462559
1.520621019 0.000000000 0.000000000 0.000000000 -0.025141196 0.055594912 0.997644231 0.031354654
1.520621020 0.000000000 0.000000000 0.000000000 -0.024979694 0.053693140 0.997760307 0.031103571
1.520621020 0.000000000 0.000000000 0.000000000 -0.024877574 0.052899741 0.997761381 0.032480007
