# timestamp(s) tx ty tz qx qy qz qw
1.520531124 0.000000000 0.000000000 0.000000000 -0.003778974 -0.000973469 0.999964643 0.007448791
1.520531124 0.000000000 0.000000000 0.000000000 -0.005769821 0.003633011 0.999972927 0.002767069
1.520531124 0.000000000 0.000000000 0.000000000 -0.006846168 0.005006597 0.999961915 0.002057516
1.520531124 0.000000000 0.000000000 0.000000000 -0.005681127 0.003556478 0.999970099 0.003857181
1.520531124 0.000000000 0.000000000 0.000000000 -0.004599264 -0.001743201 0.999977404 0.004582510
1.520531124 0.000000000 0.000000000 0.000000000 -0.005425224 -0.009730628 0.999936929 0.001420901
1.520531124 0.000000000 0.000000000 0.000000000 0.008059832 0.012583840 -0.999888045 0.000763723
1.520531125 0.000000000 0.000000000 0.000000000 -0.011680685 -0.010128917 0.999877533 0.002426221
1.520531125 0.000000000 0.000000000 0.000000000 -0.010840831 -0.006398524 0.999890951 0.007721431
1.520531125 0.000000000 0.000000000 0.000000000 -0.007990661 -0.002578797 0.999930409 0.008287064
1.520531125 0.000000000 0.000000000 0.000000000 -0.004855917 -0.000021070 0.999988206 0.000081195
1.520531125 0.000000000 0.000000000 0.000000000 0.001196698 -0.003394068 -0.999956971 0.008550137
1.520531125 0.000000000 0.000000000 0.000000000 -0.003195249 -0.004861596 -0.999939602 0.009324604
1.520531125 0.000000000 0.000000000 0.000000000 -0.004207331 -0.005976490 -0.999963793 0.004358164
1.520531125 0.000000000 0.000000000 0.000000000 0.004038556 0.010453882 0.999933328 0.002783150
1.520531125 0.000000000 0.000000000 0.000000000 0.003544072 0.012443879 0.999884274 0.008001787
1.520531125 0.000000000 0.000000000 0.000000000 0.003690010 0.012117523 0.999891625 0.007502527
1.520531125 0.000000000 0.000000000 0.000000000 0.006447222 0.010616718 0.999914518 0.004083482
1.520531125 0.000000000 0.000000000 0.000000000 0.008944966 0.009760126 0.999911716 0.001135214
1.520531125 0.000000000 0.000000000 0.000000000 0.011393355 0.008482077 0.999899004 0.000476910
1.520531125 0.000000000 0.000000000 0.000000000 0.014135988 0.008262348 0.999865828 0.000483676
1.520531125 0.000000000 0.000000000 0.000000000 0.016212508 0.007418521 0.999840973 0.000386497
1.520531125 0.000000000 0.000000000 0.000000000 0.016632066 0.006816680 0.999838043 0.000891870
1.520531125 0.000000000 0.000000000 0.000000000 0.017655811 0.006751230 0.999816472 0.003116942
1.520531125 0.000000000 0.000000000 0.000000000 0.018685966 0.007543214 0.999777746 0.006196195
1.520531125 0.000000000 0.000000000 0.000000000 0.019165043 0.008625414 0.999748010 0.007888008
1.520531125 0.000000000 0.000000000 0.000000000 0.019438378 0.009426726 0.999746932 0.006273561
1.520531126 0.000000000 0.000000000 0.000000000 0.020803298 0.009536445 0.999733527 0.003025712
1.520531126 0.000000000 0.000000000 0.000000000 0.021243870 0.009686125 0.999727029 0.000862963
1.520531126 0.000000000 0.000000000 0.000000000 -0.020921754 -0.009225668 -0.999738463 0.000415254
1.520531126 0.000000000 0.000000000 0.000000000 -0.021067550 -0.008629124 -0.999740570 0.000699471
1.520531126 0.000000000 0.000000000 0.000000000 -0.021658595 -0.007666381 -0.999735751 0.000748122
1.520531126 0.000000000 0.000000000 0.000000000 -0.022045063 -0.007217272 -0.999729785 0.001511262
1.520531126 0.000000000 0.000000000 0.000000000 -0.022439413 -0.007541224 -0.999712844 0.003719193
