# timestamp(s) tx ty tz qx qy qz qw
1.520531124 0.000000000 0.000000000 0.000000000 -0.003778974 -0.000973469 0.999964643 0.007448791
1.520531124 0.000000000 0.000000000 0.000000000 -0.007192168 0.003079404 0.999957701 0.004835877
1.520531124 0.000000000 0.000000000 0.000000000 -0.009896793 0.003792504 0.999932319 0.004798798
1.520531124 0.000000000 0.000000000 0.000000000 -0.010377186 0.001549213 0.999927707 0.005873304
1.520531124 0.000000000 0.000000000 0.000000000 -0.011153940 -0.004504061 0.999911323 0.005713991
1.520531124 0.000000000 0.000000000 0.000000000 -0.014069653 -0.013165794 0.999809914 0.002973730
1.520531124 0.000000000 0.000000000 0.000000000 -0.018369957 -0.016568430 0.999691922 0.002023109
1.520531125 0.000000000 0.000000000 0.000000000 -0.023259220 -0.014542668 0.999611988 0.004836695
1.520531125 0.000000000 0.000000000 0.000000000 -0.024168115 -0.011229041 0.999608986 0.008466773
1.520531125 0.000000000 0.000000000 0.000000000 -0.023198603 -0.007933486 0.999666038 0.008166835
1.520531125 0.000000000 0.000000000 0.000000000 -0.022799147 -0.005862757 0.999722804 0.000375895
1.520531125 0.000000000 0.000000000 0.000000000 0.023630534 0.003165812 -0.999677818 0.008708336
1.520531125 0.000000000 0.000000000 0.000000000 0.023273213 0.002687643 -0.999665014 0.010999691
1.520531125 0.000000000 0.000000000 0.000000000 0.025218999 0.002301498 -0.999651586 0.007443912
1.520531125 0.000000000 0.000000000 0.000000000 0.027698327 -0.001436624 -0.999615137 0.000562150
1.520531125 0.000000000 0.000000000 0.000000000 -0.029749447 0.002579409 0.999540839 0.005140808
1.520531125 0.000000000 0.000000000 0.000000000 -0.030723996 0.001814084 0.999517241 0.004246099
1.520531125 0.000000000 0.000000000 0.000000000 -0.029391863 -0.000048342 0.999567942 0.000214870
1.520531125 0.000000000 0.000000000 0.000000000 0.027813609 0.001203784 -0.999610694 0.001848092
1.520531125 0.000000000 0.000000000 0.000000000 0.026307013 0.002397115 -0.999649412 0.001802492
1.520531125 0.000000000 0.000000000 0.000000000 0.025610057 0.002426893 -0.999669000 0.000355465
1.520531125 0.000000000 0.000000000 0.000000000 -0.024358364 -0.003422365 0.999696581 0.001305226
1.520531125 0.000000000 0.000000000 0.000000000 -0.024251063 -0.004194673 0.999693824 0.002559269
1.520531125 0.000000000 0.000000000 0.000000000 -0.023763763 -0.004813892 0.999694923 0.004708616
1.520531125 0.000000000 0.000000000 0.000000000 -0.023034630 -0.004665125 0.999699189 0.007012411
1.520531125 0.000000000 0.000000000 0.000000000 -0.021331346 -0.003731565 0.999730086 0.008414539
1.520531125 0.000000000 0.000000000 0.000000000 -0.020211350 -0.003102772 0.999754917 0.008484166
1.520531126 0.000000000 0.000000000 0.000000000 -0.019341094 -0.003259082 0.999781993 0.007160114
1.520531126 0.000000000 0.000000000 0.000000000 -0.018641958 -0.003537317 0.999794602 0.007121648
1.520531126 0.000000000 0.000000000 0.000000000 -0.018255683 -0.004323896 0.999791151 0.008104888
1.520531126 0.000000000 0.000000000 0.000000000 -0.018120136 -0.005289482 0.999783509 0.008753179
1.520531126 0.000000000 0.000000000 0.000000000 -0.017607804 -0.006773206 0.999770931 0.010108108
1.520531126 0.000000000 0.000000000 0.000000000 -0.017176162 -0.007648610 0.999754960 0.011683247
1.520531126 0.000000000 0.000000000 0.000000000 -0.018137414 -0.007603649 0.999726105 0.012685998
1.520531126 0.000000000 0.000000000 0.000000000 -0.018675521 -0.007370972 0.999717741 0.012701690
1.520531126 0.000000000 0.000000000 0.000000000 -0.018076010 -0.008315225 0.999715122 0.013182962
1.520531126 0.000000000 0.000000000 0.000000000 -0.017880403 -0.009482337 0.999697578 0.013968857
1.520531126 0.000000000 0.000000000 0.000000000 -0.017600985 -0.009579379 0.999684269 0.015159240
1.520531126 0.000000000 0.000000000 0.000000000 -0.017238428 -0.010770978 0.999655563 0.016600532
1.520531126 0.000000000 0.000000000 0.000000000 -0.017496083 -0.012305734 0.999654636 0.015266469
1.520531126 0.000000000 0.000000000 0.000000000 -0.017552639 -0.012849814 0.999699892 0.011265572
1.520531126 0.000000000 0.000000000 0.000000000 -0.015616782 -0.013907882 0.999764015 0.005882289
1.520531126 0.000000000 0.000000000 0.000000000 -0.015586008 -0.014317096 0.999774372 0.001816963
1.520531126 0.000000000 0.000000000 0.000000000 -0.016759313 -0.014867651 0.999748493 0.001014916
1.520531126 0.000000000 0.000000000 0.000000000 -0.017303887 -0.016583133 0.999705327 0.003851527
1.520531126 0.000000000 0.000000000 0.000000000 -0.017152777 -0.017795750 0.999642302 0.010215715
1.520531126 0.000000000 0.000000000 0.000000000 -0.015020121 -0.018292337 0.999551990 0.018319551
1.520531127 0.000000000 0.000000000 0.000000000 -0.012871323 -0.018060853 0.999441634 0.024991102
1.520531127 0.000000000 0.000000000 0.000000000 -0.010961867 -0.017079796 0.999406482 0.027835275
1.520531127 0.000000000 0.000000000 0.000000000 -0.008778049 -0.016629155 0.999449924 0.027317876
1.520531127 0.000000000 0.000000000 0.000000000 -0.007930886 -0.015827355 0.999482551 0.026855667
1.520531127 0.000000000 0.000000000 0.000000000 -0.008265220 -0.015100916 0.999433181 0.028930343
1.520531127 0.000000000 0.000000000 0.000000000 -0.008002056 -0.015058781 0.999348142 0.031819670
1.520531127 0.000000000 0.000000000 0.000000000 -0.008009736 -0.014639889 0.999280972 0.034044918
1.520531127 0.000000000 0.000000000 0.000000000 -0.008087239 -0.014017644 0.999245459 0.035307446
1.520531127 0.000000000 0.000000000 0.000000000 -0.008327194 -0.013548239 0.999299203 0.033885185
1.520531127 0.000000000 0.000000000 0.000000000 -0.008295515 -0.013279925 0.999437502 0.029656483
