# timestamp(s) tx ty tz qx qy qz qw
1.520531124 0.000000000 0.000000000 0.000000000 -0.003778974 -0.000973469 0.999964643 0.007448791
1.520531124 0.000000000 0.000000000 0.000000000 -0.007077420 0.003198757 0.999961979 0.003964555
1.520531124 0.000000000 0.000000000 0.000000000 -0.009243420 0.004001048 0.999943336 0.003446132
1.520531124 0.000000000 0.000000000 0.000000000 -0.009114922 0.001771032 0.999946069 0.004651966
1.520531124 0.000000000 0.000000000 0.000000000 -0.009063943 -0.004304849 0.999936796 0.005071122
1.520531124 0.000000000 0.000000000 0.000000000 -0.011478030 -0.012969828 0.999848183 0.001910288
1.520531124 0.000000000 0.000000000 0.000000000 -0.016059746 -0.016308912 0.999737977 0.000284722
1.520531125 0.000000000 0.000000000 0.000000000 -0.020711965 -0.014320560 0.999674438 0.004117508
1.520531125 0.000000000 0.000000000 0.000000000 -0.020618143 -0.011470977 0.999678890 0.009242615
1.520531125 0.000000000 0.000000000 0.000000000 -0.017835943 -0.008304842 0.999762525 0.009370299
1.520531125 0.000000000 0.000000000 0.000000000 -0.015273228 -0.006283605 0.999862683 0.001363606
1.520531125 0.000000000 0.000000000 0.000000000 0.013728150 0.003649675 -0.999865983 0.008138412
1.520531125 0.000000000 0.000000000 0.000000000 0.011581987 0.002989416 -0.999872888 0.010541725
1.520531125 0.000000000 0.000000000 0.000000000 0.011896790 0.003009850 -0.999921019 0.002713373
1.520531125 0.000000000 0.000000000 0.000000000 -0.012090190 0.000538935 0.999885435 0.009091401
1.520531125 0.000000000 0.000000000 0.000000000 -0.012410701 0.002223656 0.999784781 0.016474853
1.520531125 0.000000000 0.000000000 0.000000000 -0.012767805 0.001546391 0.999765641 0.017414233
1.520531125 0.000000000 0.000000000 0.000000000 -0.011141791 -0.000368774 0.999842454 0.013812722
1.520531125 0.000000000 0.000000000 0.000000000 -0.008909204 -0.001321537 0.999912968 0.009640303
1.520531125 0.000000000 0.000000000 0.000000000 -0.007545805 -0.002285434 0.999935477 0.008177931
1.520531125 0.000000000 0.000000000 0.000000000 -0.006590340 -0.002061803 0.999939587 0.008552125
1.520531125 0.000000000 0.000000000 0.000000000 -0.005963760 -0.002737858 0.999939328 0.008847469
1.520531125 0.000000000 0.000000000 0.000000000 -0.005606254 -0.003489811 0.999936577 0.009123228
1.520531125 0.000000000 0.000000000 0.000000000 -0.003903389 -0.004461254 0.999907474 0.012243510
1.520531125 0.000000000 0.000000000 0.000000000 -0.002435809 -0.004365707 0.999873466 0.015101644
1.520531125 0.000000000 0.000000000 0.000000000 -0.000606904 -0.003133437 0.999862511 0.016271813
1.520531125 0.000000000 0.000000000 0.000000000 0.000919046 -0.001938494 0.999877115 0.015529086
1.520531126 0.000000000 0.000000000 0.000000000 0.002402090 -0.001520324 0.999900696 0.013802775
1.520531126 0.000000000 0.000000000 0.000000000 0.002755312 -0.001337691 0.999925028 0.011855716
1.520531126 0.000000000 0.000000000 0.000000000 0.003394334 -0.001966368 0.999936847 0.010531583
1.520531126 0.000000000 0.000000000 0.000000000 0.004179440 -0.002849891 0.999937202 0.010000078
1.520531126 0.000000000 0.000000000 0.000000000 0.005288670 -0.003784524 0.999929685 0.009916295
1.520531126 0.000000000 0.000000000 0.000000000 0.006452829 -0.003807492 0.999927738 0.009401221
1.520531126 0.000000000 0.000000000 0.000000000 0.006576485 -0.003269553 0.999939409 0.008199945
1.520531126 0.000000000 0.000000000 0.000000000 0.005105845 -0.002820796 0.999964508 0.006079234
1.520531126 0.000000000 0.000000000 0.000000000 0.002516404 -0.003347852 0.999975659 0.005580404
1.520531126 0.000000000 0.000000000 0.000000000 -0.000524787 -0.004217464 0.999975484 0.005564942
1.520531126 0.000000000 0.000000000 0.000000000 -0.002586478 -0.004013813 0.999978016 0.004600662
1.520531126 0.000000000 0.000000000 0.000000000 -0.004073843 -0.004441240 0.999976732 0.003195958
1.520531126 0.000000000 0.000000000 0.000000000 0.004320545 0.005553912 -0.999975208 0.000263413
1.520531126 0.000000000 0.000000000 0.000000000 0.004654451 0.005946793 -0.999954238 0.005873090
